################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.CGNSSOVPF} GNSS GAMIT/GLOBK OVPF
# TITLE: {\fontsize{14}{\bfTRCG: "Citerne du Tremblet" - Local} (All data)} {RDCTCR0}
# FILENAME: RDCTCR0_all.txt
# COORD: 375294	7645151	
#
# CREATED: 12-Oct-2022 18:36:04 by sysop@pitondescalumets
# COPYRIGHT: MMXXII, (c) OVPF-IPGP
################################################################################
#
#yyyy mm dd HH MM SS Eastern(m) Northern(m) Up(m) dE dN dU Orbit East_treat(m) North_treat(m) Up_treat(m)
2017 02 16 11 59 00 5787432.331834 -2370122.929092 173.357030 0.010000 0.010000 0.010000 0.000000 5787432.331133 -2370122.929632 173.357030
2017 02 17 11 59 00 5787432.333445 -2370122.916485 173.370960 0.010000 0.010000 0.010000 0.000000 5787432.332729 -2370122.917037 173.370960
2017 02 21 11 59 00 5787432.329899 -2370122.929177 173.370320 0.010000 0.010000 0.010000 0.000000 5787432.329122 -2370122.929775 173.370320
2017 02 22 11 59 00 5787432.326930 -2370122.922429 173.365650 0.010000 0.010000 0.010000 0.000000 5787432.326138 -2370122.923040 173.365650
2017 02 23 11 59 00 5787432.317901 -2370122.919862 173.373160 0.010000 0.010000 0.010000 0.000000 5787432.317093 -2370122.920485 173.373160
2017 02 24 11 59 00 5787432.318822 -2370122.919005 173.351430 0.010000 0.010000 0.010000 0.000000 5787432.317999 -2370122.919639 173.351430
2017 02 25 11 59 00 5787432.324873 -2370122.921108 173.379630 0.010000 0.010000 0.010000 0.000000 5787432.324035 -2370122.921754 173.379630
2017 02 26 11 59 00 5787432.330944 -2370122.922641 173.360350 0.010000 0.010000 0.010000 0.000000 5787432.330091 -2370122.923298 173.360350
2017 02 27 11 59 00 5787432.330545 -2370122.924064 173.364530 0.010000 0.010000 0.010000 0.000000 5787432.329676 -2370122.924733 173.364530
2017 02 28 11 59 00 5787432.337496 -2370122.930487 173.362670 0.010000 0.010000 0.010000 0.000000 5787432.336612 -2370122.931167 173.362670
2017 03 01 11 59 00 5787432.324987 -2370122.923869 173.348790 0.010000 0.010000 0.010000 0.000000 5787432.324088 -2370122.924562 173.348790
2017 03 02 11 59 00 5787432.322738 -2370122.932062 173.370700 0.010000 0.010000 0.010000 0.000000 5787432.321824 -2370122.932767 173.370700
2017 03 03 11 59 00 5787432.330039 -2370122.927385 173.372790 0.010000 0.010000 0.010000 0.000000 5787432.329109 -2370122.928101 173.372790
2017 03 04 11 59 00 5787432.334790 -2370122.930998 173.367360 0.010000 0.010000 0.010000 0.000000 5787432.333845 -2370122.931726 173.367360
2017 03 05 11 59 00 5787432.332971 -2370122.934681 173.386970 0.010000 0.010000 0.010000 0.000000 5787432.332011 -2370122.935420 173.386970
2017 03 06 11 59 00 5787432.338502 -2370122.929314 173.370130 0.010000 0.010000 0.010000 0.000000 5787432.337527 -2370122.930065 173.370130
2017 03 07 11 59 00 5787432.330323 -2370122.937237 173.382320 0.010000 0.010000 0.010000 0.000000 5787432.329332 -2370122.938000 173.382320
2017 03 08 11 59 00 5787432.337024 -2370122.925769 173.384540 0.010000 0.010000 0.010000 0.000000 5787432.336018 -2370122.926544 173.384540
2017 03 09 11 59 00 5787432.339435 -2370122.928392 173.379700 0.010000 0.010000 0.010000 0.000000 5787432.338414 -2370122.929179 173.379700
2017 03 10 11 59 00 5787432.336166 -2370122.920975 173.361400 0.010000 0.010000 0.010000 0.000000 5787432.335130 -2370122.921773 173.361400
2017 03 11 11 59 00 5787432.336847 -2370122.926458 173.382130 0.010000 0.010000 0.010000 0.000000 5787432.335795 -2370122.927268 173.382130
2017 03 12 11 59 00 5787432.325128 -2370122.927701 173.356840 0.010000 0.010000 0.010000 0.000000 5787432.324061 -2370122.928523 173.356840
2017 03 13 11 59 00 5787432.323689 -2370122.927574 173.358340 0.010000 0.010000 0.010000 0.000000 5787432.322607 -2370122.928407 173.358340
2017 03 14 11 59 00 5787432.329130 -2370122.926917 173.357830 0.010000 0.010000 0.010000 0.000000 5787432.328033 -2370122.927762 173.357830
2017 03 15 11 59 00 5787432.335891 -2370122.929219 173.367350 0.010000 0.010000 0.010000 0.000000 5787432.334778 -2370122.930076 173.367350
2017 03 16 11 59 00 5787432.340442 -2370122.933962 173.371830 0.010000 0.010000 0.010000 0.000000 5787432.339314 -2370122.934831 173.371830
2017 03 17 11 59 00 5787432.327643 -2370122.923495 173.370290 0.010000 0.010000 0.010000 0.000000 5787432.326500 -2370122.924376 173.370290
2017 03 21 11 59 00 5787432.324747 -2370122.931977 173.354690 0.010000 0.010000 0.010000 0.000000 5787432.323543 -2370122.932904 173.354690
2017 03 22 11 59 00 5787432.325368 -2370122.935729 173.376170 0.010000 0.010000 0.010280 0.000000 5787432.324148 -2370122.936669 173.376170
2017 03 23 11 59 00 5787432.325729 -2370122.920852 173.351060 0.010000 0.010000 0.010000 0.000000 5787432.324494 -2370122.921803 173.351060
2017 03 24 11 59 00 5787432.332560 -2370122.923725 173.386120 0.010000 0.010000 0.010000 0.000000 5787432.331310 -2370122.924688 173.386120
2017 03 25 11 59 00 5787432.322471 -2370122.918708 173.413650 0.010000 0.010000 0.010000 0.000000 5787432.321206 -2370122.919682 173.413650
2017 03 26 11 59 00 5787432.331132 -2370122.919191 173.380130 0.010000 0.010000 0.010000 0.000000 5787432.329851 -2370122.920177 173.380130
2017 03 27 11 59 00 5787432.330053 -2370122.920834 173.378470 0.010000 0.010000 0.010000 0.000000 5787432.328757 -2370122.921832 173.378470
2017 03 28 11 59 00 5787432.330004 -2370122.911297 173.373600 0.010000 0.010000 0.010000 0.000000 5787432.328693 -2370122.912306 173.373600
2017 03 29 11 59 00 5787432.329735 -2370122.917619 173.366500 0.010000 0.010000 0.010000 0.000000 5787432.328409 -2370122.918641 173.366500
2017 03 30 11 59 00 5787432.332196 -2370122.911012 173.379010 0.010000 0.010000 0.010000 0.000000 5787432.330854 -2370122.912045 173.379010
2017 03 31 11 59 00 5787432.324967 -2370122.913885 173.373810 0.010000 0.010000 0.010000 0.000000 5787432.323610 -2370122.914930 173.373810
2017 04 01 11 59 00 5787432.334138 -2370122.914658 173.364670 0.010000 0.010000 0.010000 0.000000 5787432.332766 -2370122.915715 173.364670
2017 04 02 11 59 00 5787432.330229 -2370122.918861 173.372000 0.010000 0.010000 0.010000 0.000000 5787432.328842 -2370122.919929 173.372000
2017 04 03 11 59 00 5787432.334510 -2370122.919184 173.379250 0.010000 0.010000 0.010000 0.000000 5787432.333107 -2370122.920264 173.379250
2017 04 04 11 59 00 5787432.323581 -2370122.922506 173.366320 0.010000 0.010000 0.010000 0.000000 5787432.322163 -2370122.923598 173.366320
2017 04 05 11 59 00 5787432.321082 -2370122.930529 173.364120 0.010000 0.010000 0.010000 0.000000 5787432.319649 -2370122.931633 173.364120
2017 04 06 11 59 00 5787432.330823 -2370122.921792 173.395270 0.010000 0.010000 0.010050 0.000000 5787432.329375 -2370122.922907 173.395270
2017 04 07 11 59 00 5787432.336554 -2370122.917935 173.384810 0.010000 0.010000 0.010000 0.000000 5787432.335090 -2370122.919062 173.384810
2017 04 08 11 59 00 5787432.322655 -2370122.920128 173.393600 0.010000 0.010000 0.010000 0.000000 5787432.321176 -2370122.921267 173.393600
2017 04 09 11 59 00 5787432.312806 -2370122.915151 173.398930 0.010000 0.010000 0.010000 0.000000 5787432.311312 -2370122.916301 173.398930
2017 04 10 11 59 00 5787432.339157 -2370122.924954 173.382950 0.010000 0.010000 0.010000 0.000000 5787432.337648 -2370122.926116 173.382950
2017 04 11 11 59 00 5787432.334838 -2370122.928486 173.377330 0.010000 0.010000 0.010000 0.000000 5787432.333313 -2370122.929660 173.377330
2017 04 12 11 59 00 5787432.331579 -2370122.920559 173.373160 0.010000 0.010000 0.010000 0.000000 5787432.330039 -2370122.921745 173.373160
2017 04 13 11 59 00 5787432.324190 -2370122.925192 173.394970 0.010000 0.010000 0.011360 0.000000 5787432.322635 -2370122.926390 173.394970
2017 04 14 11 59 00 5787432.331771 -2370122.922235 173.380380 0.010000 0.010000 0.010000 0.000000 5787432.330201 -2370122.923444 173.380380
2017 04 15 11 59 00 5787432.340832 -2370122.923808 173.404060 0.010000 0.010000 0.010000 0.000000 5787432.339246 -2370122.925029 173.404060
2017 04 16 11 59 00 5787432.325133 -2370122.918171 173.387480 0.010000 0.010000 0.010000 0.000000 5787432.323532 -2370122.919403 173.387480
2017 04 17 11 59 00 5787432.331444 -2370122.917874 173.388620 0.010000 0.010000 0.011240 0.000000 5787432.329828 -2370122.919118 173.388620
2017 04 21 11 59 00 5787432.314288 -2370122.922765 173.381740 0.010000 0.010000 0.010000 0.000000 5787432.312611 -2370122.924056 173.381740
2017 04 22 11 59 00 5787432.331519 -2370122.922108 173.387700 0.010000 0.010000 0.010000 0.000000 5787432.329827 -2370122.923411 173.387700
2017 04 23 11 59 00 5787432.330430 -2370122.922621 173.387520 0.010000 0.010000 0.010000 0.000000 5787432.328722 -2370122.923936 173.387520
2017 04 24 11 59 00 5787432.337161 -2370122.927694 173.373880 0.010000 0.010000 0.010000 0.000000 5787432.335438 -2370122.929020 173.373880
2017 04 25 11 59 00 5787432.332972 -2370122.928146 173.377330 0.010000 0.010000 0.010000 0.000000 5787432.331234 -2370122.929485 173.377330
2017 04 26 11 59 00 5787432.334513 -2370122.921209 173.399360 0.010000 0.010000 0.010000 0.000000 5787432.332760 -2370122.922559 173.399360
2017 04 27 11 59 00 5787432.337404 -2370122.915062 173.376960 0.010000 0.010000 0.010000 0.000000 5787432.335635 -2370122.916424 173.376960
2017 04 28 11 59 00 5787432.345235 -2370122.921525 173.379230 0.010000 0.010000 0.010000 0.000000 5787432.343451 -2370122.922899 173.379230
2017 04 29 11 59 00 5787432.336486 -2370122.922628 173.377550 0.010000 0.010000 0.010000 0.000000 5787432.334687 -2370122.924013 173.377550
2017 04 30 11 59 00 5787432.333057 -2370122.928271 173.401900 0.010000 0.010000 0.010000 0.000000 5787432.331243 -2370122.929668 173.401900
2017 05 01 11 59 00 5787432.332988 -2370122.924304 173.366030 0.010000 0.010000 0.010000 0.000000 5787432.331158 -2370122.925712 173.366030
2017 05 02 11 59 00 5787432.341609 -2370122.928196 173.405130 0.010000 0.010000 0.010000 0.000000 5787432.339764 -2370122.929617 173.405130
2017 05 03 11 59 00 5787432.332980 -2370122.930369 173.384050 0.010000 0.010000 0.010000 0.000000 5787432.331120 -2370122.931802 173.384050
2017 05 04 11 59 00 5787432.336531 -2370122.933802 173.391110 0.010000 0.010000 0.010940 0.000000 5787432.334656 -2370122.935246 173.391110
2017 05 05 11 59 00 5787432.341882 -2370122.928095 173.396030 0.010000 0.010000 0.010000 0.000000 5787432.339991 -2370122.929551 173.396030
2017 05 06 11 59 00 5787432.348823 -2370122.933828 173.375820 0.010000 0.010000 0.010000 0.000000 5787432.346917 -2370122.935295 173.375820
2017 05 07 11 59 00 5787432.338124 -2370122.922601 173.386410 0.010000 0.010000 0.010000 0.000000 5787432.336203 -2370122.924080 173.386410
2017 05 08 11 59 00 5787432.336815 -2370122.934684 173.415670 0.010000 0.010000 0.010830 0.000000 5787432.334879 -2370122.936174 173.415670
2017 05 09 11 59 00 5787432.336676 -2370122.924816 173.362750 0.010000 0.010000 0.010000 0.000000 5787432.334724 -2370122.926319 173.362750
2017 05 10 11 59 00 5787432.340007 -2370122.929249 173.371120 0.010000 0.010000 0.010000 0.000000 5787432.338040 -2370122.930764 173.371120
2017 05 11 11 59 00 5787432.335198 -2370122.923832 173.366240 0.010000 0.010000 0.010000 0.000000 5787432.333216 -2370122.925358 173.366240
2017 05 12 11 59 00 5787432.348679 -2370122.932155 173.379710 0.010000 0.010000 0.010240 0.000000 5787432.346682 -2370122.933693 173.379710
2017 05 13 11 59 00 5787432.338220 -2370122.921938 173.367230 0.010000 0.010000 0.010000 0.000000 5787432.336207 -2370122.923487 173.367230
2017 05 14 11 59 00 5787432.344991 -2370122.928781 173.384700 0.010000 0.010000 0.010000 0.000000 5787432.342963 -2370122.930342 173.384700
2017 05 15 11 59 00 5787432.342512 -2370122.923874 173.368530 0.010000 0.010000 0.010000 0.000000 5787432.340469 -2370122.925447 173.368530
2017 05 16 11 59 00 5787432.345973 -2370122.926216 173.375000 0.010000 0.010000 0.010000 0.000000 5787432.343915 -2370122.927801 173.375000
2017 05 17 11 59 00 5787432.347164 -2370122.925619 173.384960 0.010000 0.010000 0.010000 0.000000 5787432.345090 -2370122.927216 173.384960
2017 05 21 11 59 00 5787432.347348 -2370122.918481 173.384800 0.010000 0.010000 0.010000 0.000000 5787432.345213 -2370122.920124 173.384800
2017 05 22 11 59 00 5787432.342869 -2370122.922003 173.370410 0.010000 0.010000 0.010000 0.000000 5787432.340719 -2370122.923659 173.370410
2017 05 23 11 59 00 5787432.344820 -2370122.924216 173.374260 0.010000 0.010000 0.010000 0.000000 5787432.342655 -2370122.925883 173.374260
2017 05 24 11 59 00 5787432.346711 -2370122.925719 173.368220 0.010000 0.010000 0.010000 0.000000 5787432.344530 -2370122.927398 173.368220
2017 05 25 11 59 00 5787432.339562 -2370122.926672 173.387290 0.010000 0.010000 0.010000 0.000000 5787432.337366 -2370122.928363 173.387290
2017 05 26 11 59 00 5787432.343903 -2370122.923535 173.370840 0.010000 0.010000 0.010000 0.000000 5787432.341692 -2370122.925237 173.370840
2017 05 27 11 59 00 5787432.332994 -2370122.924558 173.362960 0.010000 0.010000 0.010000 0.000000 5787432.330768 -2370122.926272 173.362960
2017 05 28 11 59 00 5787432.344925 -2370122.914681 173.353390 0.010000 0.010000 0.010000 0.000000 5787432.342683 -2370122.916406 173.353390
2017 05 29 11 59 00 5787432.343336 -2370122.924993 173.357810 0.010000 0.010000 0.010000 0.000000 5787432.341079 -2370122.926731 173.357810
2017 05 30 11 59 00 5787432.337847 -2370122.915346 173.358600 0.010000 0.010000 0.010000 0.000000 5787432.335575 -2370122.917096 173.358600
2017 05 31 11 59 00 5787432.343308 -2370122.923159 173.389120 0.010000 0.010000 0.010000 0.000000 5787432.341021 -2370122.924920 173.389120
2017 06 01 11 59 00 5787432.343069 -2370122.921092 173.393400 0.010000 0.010000 0.010000 0.000000 5787432.340766 -2370122.922865 173.393400
2017 06 02 11 59 00 5787432.338100 -2370122.921265 173.362000 0.010000 0.010000 0.010000 0.000000 5787432.335782 -2370122.923049 173.362000
2017 06 03 11 59 00 5787432.337721 -2370122.925588 173.366030 0.010000 0.010000 0.010000 0.000000 5787432.335388 -2370122.927384 173.366030
2017 06 04 11 59 00 5787432.330632 -2370122.920541 173.365000 0.010000 0.010000 0.010000 0.000000 5787432.328284 -2370122.922349 173.365000
2017 06 05 11 59 00 5787432.334303 -2370122.916073 173.375160 0.010000 0.010000 0.010000 0.000000 5787432.331939 -2370122.917893 173.375160
2017 06 06 11 59 00 5787432.336204 -2370122.914006 173.374780 0.010000 0.010000 0.010000 0.000000 5787432.333825 -2370122.915838 173.374780
2017 06 07 11 59 00 5787432.333455 -2370122.913909 173.382110 0.010000 0.010000 0.010000 0.000000 5787432.331061 -2370122.915752 173.382110
2017 06 08 11 59 00 5787432.334826 -2370122.920462 173.396970 0.010000 0.010000 0.010000 0.000000 5787432.332417 -2370122.922317 173.396970
2017 06 09 11 59 00 5787432.331627 -2370122.927895 173.370740 0.010000 0.010000 0.010000 0.000000 5787432.329202 -2370122.929761 173.370740
2017 06 10 11 59 00 5787432.320468 -2370122.923238 173.394520 0.010000 0.010000 0.010000 0.000000 5787432.318028 -2370122.925116 173.394520
2017 06 11 11 59 00 5787432.339539 -2370122.919661 173.377180 0.010000 0.010000 0.010000 0.000000 5787432.337084 -2370122.921551 173.377180
2017 06 12 11 59 00 5787432.335410 -2370122.925693 173.378880 0.010000 0.010000 0.010000 0.000000 5787432.332940 -2370122.927595 173.378880
2017 06 13 11 59 00 5787432.334101 -2370122.923936 173.372280 0.010000 0.010000 0.010000 0.000000 5787432.331615 -2370122.925850 173.372280
2017 06 14 11 59 00 5787432.330752 -2370122.924699 173.358580 0.010000 0.010000 0.010000 0.000000 5787432.328251 -2370122.926624 173.358580
2017 06 15 11 59 00 5787432.333263 -2370122.924022 173.370880 0.010000 0.010000 0.010000 0.000000 5787432.330747 -2370122.925959 173.370880
2017 06 16 11 59 00 5787432.334694 -2370122.921595 173.373650 0.010000 0.010000 0.010000 0.000000 5787432.332163 -2370122.923544 173.373650
2017 06 17 11 59 00 5787432.329915 -2370122.920948 173.364010 0.010000 0.010000 0.010000 0.000000 5787432.327368 -2370122.922908 173.364010
2017 06 21 11 59 00 5787432.336798 -2370122.917459 173.380290 0.010000 0.010000 0.010000 0.000000 5787432.334191 -2370122.919467 173.380290
2017 06 22 11 59 00 5787432.337059 -2370122.918162 173.388670 0.010000 0.010000 0.010000 0.000000 5787432.334437 -2370122.920181 173.388670
2017 06 23 11 59 00 5787432.331560 -2370122.918945 173.367610 0.010000 0.010000 0.010000 0.000000 5787432.328923 -2370122.920976 173.367610
2017 06 24 11 59 00 5787432.331291 -2370122.921398 173.365760 0.010000 0.010000 0.010000 0.000000 5787432.328639 -2370122.923440 173.365760
2017 06 25 11 59 00 5787432.331212 -2370122.921861 173.366140 0.010000 0.010000 0.010000 0.000000 5787432.328544 -2370122.923915 173.366140
2017 06 26 11 59 00 5787432.329923 -2370122.921003 173.359750 0.010000 0.010000 0.010000 0.000000 5787432.327240 -2370122.923070 173.359750
2017 06 27 11 59 00 5787432.345904 -2370122.928686 173.375880 0.010000 0.010000 0.010000 0.000000 5787432.343206 -2370122.930764 173.375880
2017 06 28 11 59 00 5787432.333395 -2370122.922429 173.390120 0.010000 0.010000 0.010000 0.000000 5787432.330682 -2370122.924519 173.390120
2017 06 29 11 59 00 5787432.338396 -2370122.923102 173.376790 0.010000 0.010000 0.010000 0.000000 5787432.335667 -2370122.925203 173.376790
2017 06 30 11 59 00 5787432.334347 -2370122.923605 173.382430 0.010000 0.010000 0.010000 0.000000 5787432.331603 -2370122.925718 173.382430
2017 07 01 11 59 00 5787432.340878 -2370122.925508 173.382960 0.010000 0.010000 0.010000 0.000000 5787432.338119 -2370122.927633 173.382960
2017 07 02 11 59 00 5787432.336919 -2370122.928491 173.387220 0.010000 0.010000 0.010000 0.000000 5787432.334145 -2370122.930627 173.387220
2017 07 03 11 59 00 5787432.335820 -2370122.925343 173.402010 0.010000 0.010000 0.010000 0.000000 5787432.333030 -2370122.927492 173.402010
2017 07 04 11 59 00 5787432.335861 -2370122.928266 173.374400 0.010000 0.010000 0.010000 0.000000 5787432.333056 -2370122.930426 173.374400
2017 07 05 11 59 00 5787432.332672 -2370122.924269 173.370970 0.010000 0.010000 0.010000 0.000000 5787432.329852 -2370122.926441 173.370970
2017 07 06 11 59 00 5787432.335723 -2370122.922382 173.368010 0.010000 0.010000 0.010000 0.000000 5787432.332888 -2370122.924566 173.368010
2017 07 06 11 59 00 5787432.335723 -2370122.922382 173.368010 0.010000 0.010000 0.010000 0.000000 5787432.332888 -2370122.924566 173.368010
2017 07 07 11 59 00 5787432.334354 -2370122.914975 173.368480 0.010000 0.010000 0.010000 0.000000 5787432.331503 -2370122.917170 173.368480
2017 07 08 11 59 00 5787432.342745 -2370122.926378 173.381920 0.010000 0.010000 0.010000 0.000000 5787432.339879 -2370122.928585 173.381920
2017 07 09 11 59 00 5787432.341556 -2370122.923640 173.378320 0.010000 0.010000 0.010000 0.000000 5787432.338675 -2370122.925859 173.378320
2017 07 10 11 59 00 5787432.337987 -2370122.926793 173.375210 0.010000 0.010000 0.010000 0.000000 5787432.335091 -2370122.929024 173.375210
2017 07 11 11 59 00 5787432.337398 -2370122.921906 173.359100 0.010000 0.010000 0.010000 0.000000 5787432.334486 -2370122.924148 173.359100
2017 07 12 11 59 00 5787432.332349 -2370122.926429 173.393750 0.010000 0.010000 0.010000 0.000000 5787432.329422 -2370122.928683 173.393750
2017 07 13 11 59 00 5787432.319510 -2370122.922052 173.370900 0.010000 0.010000 0.010000 0.000000 5787432.316568 -2370122.924318 173.370900
2017 07 14 11 59 00 5787432.331801 -2370122.917495 173.375380 0.010000 0.010000 0.010000 0.000000 5787432.328844 -2370122.919772 173.375380
2017 07 15 11 59 00 5787432.329802 -2370122.912518 173.368790 0.010000 0.010000 0.010000 0.000000 5787432.326829 -2370122.914807 173.368790
2017 07 16 11 59 00 5787432.325513 -2370122.923310 173.371590 0.010000 0.010000 0.010000 0.000000 5787432.322525 -2370122.925611 173.371590
2017 07 17 11 59 00 5787432.332844 -2370122.920973 173.362760 0.010000 0.010000 0.010000 0.000000 5787432.329841 -2370122.923286 173.362760
2017 07 21 11 59 00 5787432.332418 -2370122.923635 173.361150 0.010000 0.010000 0.010000 0.000000 5787432.329354 -2370122.925994 173.361150
2017 07 22 11 59 00 5787432.332359 -2370122.923008 173.374710 0.010000 0.010000 0.010000 0.000000 5787432.329280 -2370122.925379 173.374710
2017 07 23 11 59 00 5787432.336090 -2370122.924950 173.376460 0.010000 0.010000 0.010000 0.000000 5787432.332995 -2370122.927334 173.376460
2017 07 24 11 59 00 5787432.336361 -2370122.917683 173.378890 0.010000 0.010000 0.010000 0.000000 5787432.333251 -2370122.920078 173.378890
2017 07 25 11 59 00 5787432.329442 -2370122.917976 173.373580 0.010000 0.010000 0.010000 0.000000 5787432.326317 -2370122.920383 173.373580
2017 07 26 11 59 00 5787432.334383 -2370122.914009 173.389500 0.010000 0.010000 0.010000 0.000000 5787432.331242 -2370122.916427 173.389500
