################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.CGNSSOVPF} GNSS GAMIT/GLOBK OVPF
# TITLE: {\fontsize{14}{\bfDERG: "Dolomieu Est" - Local} (All data)} {RDCDER0}
# FILENAME: RDCDER0_all.txt
# COORD:367216	7650518
#
# CREATED: 12-Oct-2022 18:31:54 by sysop@pitondescalumets
# COPYRIGHT: MMXXII, (c) OVPF-IPGP
################################################################################
#
#yyyy mm dd HH MM SS Eastern(m) Northern(m) Up(m) dE dN dU Orbit East_treat(m) North_treat(m) Up_treat(m)
2017 02 10 11 59 00 5781313.237548 -2364662.587035 2489.354860 0.010000 0.010000 0.010000 0.000000 5781313.236939 -2364662.587505 2489.354860
2017 02 11 11 59 00 5781313.242189 -2364662.576348 2489.359420 0.010000 0.010000 0.010000 0.000000 5781313.241564 -2364662.576829 2489.359420
2017 02 12 11 59 00 5781313.224480 -2364662.588801 2489.362330 0.010000 0.010000 0.010000 0.000000 5781313.223840 -2364662.589294 2489.362330
2017 02 13 11 59 00 5781313.227451 -2364662.582774 2489.366780 0.010000 0.010000 0.010000 0.000000 5781313.226796 -2364662.583279 2489.366780
2017 02 14 11 59 00 5781313.236532 -2364662.588057 2489.357130 0.010000 0.010000 0.010000 0.000000 5781313.235862 -2364662.588573 2489.357130
2017 02 15 11 59 00 5781313.230533 -2364662.581179 2489.353620 0.010000 0.010000 0.010000 0.000000 5781313.229847 -2364662.581708 2489.353620
2017 02 16 11 59 00 5781313.243584 -2364662.590672 2489.354550 0.010000 0.010000 0.010000 0.000000 5781313.242883 -2364662.591212 2489.354550
2017 02 17 11 59 00 5781313.239775 -2364662.574955 2489.354010 0.010000 0.010000 0.010000 0.000000 5781313.239059 -2364662.575507 2489.354010
2017 02 21 11 59 00 5781313.240239 -2364662.588787 2489.355670 0.010000 0.010000 0.010000 0.000000 5781313.239462 -2364662.589385 2489.355670
2017 02 22 11 59 00 5781313.242840 -2364662.580649 2489.370750 0.010000 0.010000 0.010000 0.000000 5781313.242048 -2364662.581260 2489.370750
2017 02 23 11 59 00 5781313.230621 -2364662.580312 2489.370790 0.010000 0.010000 0.010000 0.000000 5781313.229813 -2364662.580935 2489.370790
2017 02 24 11 59 00 5781313.229032 -2364662.584895 2489.365840 0.010000 0.010000 0.010000 0.000000 5781313.228209 -2364662.585529 2489.365840
2017 02 25 11 59 00 5781313.239123 -2364662.579658 2489.367730 0.010000 0.010000 0.010000 0.000000 5781313.238285 -2364662.580304 2489.367730
2017 02 26 11 59 00 5781313.242854 -2364662.581961 2489.360420 0.010000 0.010000 0.010000 0.000000 5781313.242001 -2364662.582618 2489.360420
2017 02 27 11 59 00 5781313.246155 -2364662.583374 2489.366070 0.010000 0.010000 0.010000 0.000000 5781313.245286 -2364662.584043 2489.366070
2017 02 28 11 59 00 5781313.251076 -2364662.589727 2489.366070 0.010000 0.010000 0.010000 0.000000 5781313.250192 -2364662.590407 2489.366070
2017 03 01 11 59 00 5781313.238847 -2364662.584539 2489.354380 0.010000 0.010000 0.010000 0.000000 5781313.237948 -2364662.585232 2489.354380
2017 03 02 11 59 00 5781313.243898 -2364662.592612 2489.353610 0.010000 0.010000 0.010000 0.000000 5781313.242984 -2364662.593317 2489.353610
2017 03 03 11 59 00 5781313.244749 -2364662.587175 2489.364630 0.010000 0.010000 0.010000 0.000000 5781313.243819 -2364662.587891 2489.364630
2017 03 04 11 59 00 5781313.249050 -2364662.586198 2489.369500 0.010000 0.010000 0.010000 0.000000 5781313.248105 -2364662.586926 2489.369500
2017 03 05 11 59 00 5781313.243031 -2364662.591381 2489.364000 0.010000 0.010000 0.010000 0.000000 5781313.242071 -2364662.592120 2489.364000
2017 03 06 11 59 00 5781313.250662 -2364662.591014 2489.350830 0.010000 0.010000 0.010000 0.000000 5781313.249687 -2364662.591765 2489.350830
2017 03 07 11 59 00 5781313.245523 -2364662.598717 2489.356260 0.010000 0.010000 0.010000 0.000000 5781313.244532 -2364662.599480 2489.356260
2017 03 08 11 59 00 5781313.251504 -2364662.587209 2489.357990 0.010000 0.010000 0.010000 0.000000 5781313.250498 -2364662.587984 2489.357990
2017 03 09 11 59 00 5781313.253755 -2364662.585302 2489.364070 0.010000 0.010000 0.010000 0.000000 5781313.252734 -2364662.586089 2489.364070
2017 03 10 11 59 00 5781313.248896 -2364662.582555 2489.359790 0.010000 0.010000 0.010000 0.000000 5781313.247860 -2364662.583353 2489.359790
2017 03 11 11 59 00 5781313.251457 -2364662.587008 2489.361100 0.010000 0.010000 0.010000 0.000000 5781313.250405 -2364662.587818 2489.361100
2017 03 12 11 59 00 5781313.244768 -2364662.586151 2489.352140 0.010000 0.010000 0.010000 0.000000 5781313.243701 -2364662.586973 2489.352140
2017 03 13 11 59 00 5781313.242419 -2364662.586964 2489.347910 0.010000 0.010000 0.010000 0.000000 5781313.241337 -2364662.587797 2489.347910
2017 03 14 11 59 00 5781313.243420 -2364662.589187 2489.358710 0.010000 0.010000 0.010000 0.000000 5781313.242323 -2364662.590032 2489.358710
2017 03 15 11 59 00 5781313.250741 -2364662.590389 2489.344450 0.010000 0.010000 0.010000 0.000000 5781313.249628 -2364662.591246 2489.344450
2017 03 16 11 59 00 5781313.252862 -2364662.591402 2489.355430 0.010000 0.010000 0.010000 0.000000 5781313.251734 -2364662.592271 2489.355430
2017 03 17 11 59 00 5781313.240093 -2364662.582085 2489.348390 0.010000 0.010000 0.010000 0.000000 5781313.238950 -2364662.582966 2489.348390
2017 03 21 11 59 00 5781313.239877 -2364662.587267 2489.341770 0.010000 0.010000 0.010000 0.000000 5781313.238673 -2364662.588194 2489.341770
2017 03 22 11 59 00 5781313.236208 -2364662.590779 2489.343010 0.010000 0.010000 0.010000 0.000000 5781313.234988 -2364662.591719 2489.343010
2017 03 23 11 59 00 5781313.240439 -2364662.581052 2489.346620 0.010000 0.010000 0.010000 0.000000 5781313.239204 -2364662.582003 2489.346620
2017 03 24 11 59 00 5781313.246430 -2364662.584885 2489.348870 0.010000 0.010000 0.010000 0.000000 5781313.245180 -2364662.585848 2489.348870
2017 03 25 11 59 00 5781313.241931 -2364662.582848 2489.348870 0.010000 0.010000 0.010000 0.000000 5781313.240666 -2364662.583822 2489.348870
2017 03 26 11 59 00 5781313.249992 -2364662.582251 2489.366710 0.010000 0.010000 0.010000 0.000000 5781313.248711 -2364662.583237 2489.366710
2017 03 27 11 59 00 5781313.246733 -2364662.581024 2489.363440 0.010000 0.010000 0.010000 0.000000 5781313.245437 -2364662.582022 2489.363440
2017 03 28 11 59 00 5781313.247454 -2364662.573527 2489.357580 0.010000 0.010000 0.010000 0.000000 5781313.246143 -2364662.574536 2489.357580
2017 03 29 11 59 00 5781313.246655 -2364662.579989 2489.353860 0.010000 0.010000 0.010000 0.000000 5781313.245329 -2364662.581011 2489.353860
2017 03 30 11 59 00 5781313.247656 -2364662.574362 2489.351490 0.010000 0.010000 0.010000 0.000000 5781313.246314 -2364662.575395 2489.351490
2017 03 31 11 59 00 5781313.242597 -2364662.571635 2489.358350 0.010000 0.010000 0.010000 0.000000 5781313.241240 -2364662.572680 2489.358350
2017 04 01 11 59 00 5781313.249728 -2364662.574008 2489.352460 0.010000 0.010000 0.010000 0.000000 5781313.248356 -2364662.575065 2489.352460
2017 04 02 11 59 00 5781313.247679 -2364662.580331 2489.363680 0.010000 0.010000 0.010000 0.000000 5781313.246292 -2364662.581399 2489.363680
2017 04 03 11 59 00 5781313.252060 -2364662.579964 2489.370380 0.010000 0.010000 0.010000 0.000000 5781313.250657 -2364662.581044 2489.370380
2017 04 04 11 59 00 5781313.238871 -2364662.582536 2489.354170 0.010000 0.010000 0.010000 0.000000 5781313.237453 -2364662.583628 2489.354170
2017 04 05 11 59 00 5781313.240222 -2364662.585669 2489.364070 0.010000 0.010000 0.010000 0.000000 5781313.238789 -2364662.586773 2489.364070
2017 04 06 11 59 00 5781313.251103 -2364662.583822 2489.362920 0.010000 0.010000 0.010000 0.000000 5781313.249655 -2364662.584937 2489.362920
2017 04 07 11 59 00 5781313.252684 -2364662.580605 2489.355860 0.010000 0.010000 0.010000 0.000000 5781313.251220 -2364662.581732 2489.355860
2017 04 08 11 59 00 5781313.239195 -2364662.581618 2489.366360 0.010000 0.010000 0.010000 0.000000 5781313.237716 -2364662.582757 2489.366360
2017 04 09 11 59 00 5781313.231596 -2364662.576351 2489.388430 0.010000 0.010000 0.010000 0.000000 5781313.230102 -2364662.577501 2489.388430
2017 04 10 11 59 00 5781313.246497 -2364662.583344 2489.356780 0.010000 0.010000 0.010000 0.000000 5781313.244988 -2364662.584506 2489.356780
2017 04 11 11 59 00 5781313.254148 -2364662.589236 2489.355580 0.010000 0.010000 0.010000 0.000000 5781313.252623 -2364662.590410 2489.355580
2017 04 12 11 59 00 5781313.248419 -2364662.582919 2489.360340 0.010000 0.010000 0.010000 0.000000 5781313.246879 -2364662.584105 2489.360340
2017 04 13 11 59 00 5781313.236050 -2364662.581242 2489.348820 0.010000 0.010000 0.010000 0.000000 5781313.234495 -2364662.582440 2489.348820
2017 04 14 11 59 00 5781313.247551 -2364662.581065 2489.354840 0.010000 0.010000 0.010000 0.000000 5781313.245981 -2364662.582274 2489.354840
2017 04 15 11 59 00 5781313.252282 -2364662.585718 2489.359870 0.010000 0.010000 0.010000 0.000000 5781313.250696 -2364662.586939 2489.359870
2017 04 16 11 59 00 5781313.252303 -2364662.583861 2489.358180 0.010000 0.010000 0.010000 0.000000 5781313.250702 -2364662.585093 2489.358180
2017 04 17 11 59 00 5781313.252184 -2364662.586394 2489.357470 0.010000 0.010000 0.010000 0.000000 5781313.250568 -2364662.587638 2489.357470
2017 04 21 11 59 00 5781313.234328 -2364662.580385 2489.358910 0.010000 0.010000 0.010000 0.000000 5781313.232651 -2364662.581676 2489.358910
2017 04 22 11 59 00 5781313.250109 -2364662.584118 2489.358180 0.010000 0.010000 0.010000 0.000000 5781313.248417 -2364662.585421 2489.358180
2017 04 23 11 59 00 5781313.249200 -2364662.587861 2489.360090 0.010000 0.010000 0.010000 0.000000 5781313.247492 -2364662.589176 2489.360090
2017 04 24 11 59 00 5781313.257561 -2364662.586914 2489.368260 0.010000 0.010000 0.010000 0.000000 5781313.255838 -2364662.588240 2489.368260
2017 04 25 11 59 00 5781313.253272 -2364662.588966 2489.358750 0.010000 0.010000 0.010000 0.000000 5781313.251534 -2364662.590305 2489.358750
2017 04 26 11 59 00 5781313.250933 -2364662.582929 2489.358490 0.010000 0.010000 0.010000 0.000000 5781313.249180 -2364662.584279 2489.358490
2017 04 27 11 59 00 5781313.254294 -2364662.579882 2489.356200 0.010000 0.010000 0.010000 0.000000 5781313.252525 -2364662.581244 2489.356200
2017 04 28 11 59 00 5781313.259535 -2364662.579325 2489.348040 0.010000 0.010000 0.010000 0.000000 5781313.257751 -2364662.580699 2489.348040
2017 04 29 11 59 00 5781313.255856 -2364662.584498 2489.348390 0.010000 0.010000 0.010000 0.000000 5781313.254057 -2364662.585883 2489.348390
2017 04 30 11 59 00 5781313.246727 -2364662.586311 2489.355150 0.010000 0.010000 0.010000 0.000000 5781313.244913 -2364662.587708 2489.355150
2017 05 01 11 59 00 5781313.255208 -2364662.586644 2489.346290 0.010000 0.010000 0.010000 0.000000 5781313.253378 -2364662.588052 2489.346290
2017 05 02 11 59 00 5781313.257329 -2364662.589266 2489.362060 0.010000 0.010000 0.010000 0.000000 5781313.255484 -2364662.590687 2489.362060
2017 05 03 11 59 00 5781313.252980 -2364662.589689 2489.347110 0.010000 0.010000 0.010000 0.000000 5781313.251120 -2364662.591122 2489.347110
2017 05 04 11 59 00 5781313.254001 -2364662.585592 2489.362280 0.010000 0.010000 0.010000 0.000000 5781313.252126 -2364662.587036 2489.362280
2017 05 05 11 59 00 5781313.256872 -2364662.590615 2489.360860 0.010000 0.010000 0.010000 0.000000 5781313.254981 -2364662.592071 2489.360860
2017 05 06 11 59 00 5781313.257853 -2364662.589558 2489.333260 0.010000 0.010000 0.010000 0.000000 5781313.255947 -2364662.591025 2489.333260
2017 05 07 11 59 00 5781313.247254 -2364662.583561 2489.340770 0.010000 0.010000 0.010000 0.000000 5781313.245333 -2364662.585040 2489.340770
2017 05 08 11 59 00 5781313.256235 -2364662.594684 2489.360200 0.010000 0.010000 0.010000 0.000000 5781313.254299 -2364662.596174 2489.360200
2017 05 09 11 59 00 5781313.263476 -2364662.586796 2489.351880 0.010000 0.010000 0.010000 0.000000 5781313.261524 -2364662.588299 2489.351880
2017 05 10 11 59 00 5781313.261737 -2364662.589559 2489.345660 0.010000 0.010000 0.010000 0.000000 5781313.259770 -2364662.591074 2489.345660
2017 05 11 11 59 00 5781313.258608 -2364662.585252 2489.342750 0.010000 0.010000 0.010000 0.000000 5781313.256626 -2364662.586778 2489.342750
2017 05 12 11 59 00 5781313.260349 -2364662.590255 2489.356980 0.010000 0.010000 0.010000 0.000000 5781313.258352 -2364662.591793 2489.356980
2017 05 13 11 59 00 5781313.265040 -2364662.583238 2489.345750 0.010000 0.010000 0.010000 0.000000 5781313.263027 -2364662.584787 2489.345750
2017 05 14 11 59 00 5781313.266611 -2364662.588581 2489.353350 0.010000 0.010000 0.010000 0.000000 5781313.264583 -2364662.590142 2489.353350
2017 05 15 11 59 00 5781313.266522 -2364662.587504 2489.351170 0.010000 0.010000 0.010000 0.000000 5781313.264479 -2364662.589077 2489.351170
2017 05 16 11 59 00 5781313.266183 -2364662.586646 2489.351200 0.010000 0.010000 0.010000 0.000000 5781313.264125 -2364662.588231 2489.351200
2017 05 17 11 59 00 5781313.392364 -2364662.681059 2489.443520 0.010000 0.010000 0.015760 0.000000 5781313.390290 -2364662.682656 2489.443520
2017 05 21 11 59 00 5781313.471018 -2364662.747771 2489.461200 0.010000 0.010000 0.010000 0.000000 5781313.468883 -2364662.749414 2489.461200
2017 05 22 11 59 00 5781313.467519 -2364662.747713 2489.452140 0.010000 0.010000 0.010000 0.000000 5781313.465369 -2364662.749369 2489.452140
2017 05 23 11 59 00 5781313.470630 -2364662.749146 2489.455960 0.010000 0.010000 0.010000 0.000000 5781313.468465 -2364662.750813 2489.455960
2017 05 24 11 59 00 5781313.470061 -2364662.747869 2489.454270 0.010000 0.010000 0.010000 0.000000 5781313.467880 -2364662.749548 2489.454270
2017 05 25 11 59 00 5781313.470682 -2364662.749992 2489.456500 0.010000 0.010000 0.010000 0.000000 5781313.468486 -2364662.751683 2489.456500
2017 05 26 11 59 00 5781313.470673 -2364662.747165 2489.442680 0.010000 0.010000 0.010000 0.000000 5781313.468462 -2364662.748867 2489.442680
2017 05 27 11 59 00 5781313.463544 -2364662.747758 2489.450010 0.010000 0.010000 0.010000 0.000000 5781313.461318 -2364662.749472 2489.450010
2017 05 28 11 59 00 5781313.475235 -2364662.736311 2489.436030 0.010000 0.010000 0.010000 0.000000 5781313.472993 -2364662.738036 2489.436030
2017 05 29 11 59 00 5781313.473216 -2364662.743713 2489.452070 0.010000 0.010000 0.010000 0.000000 5781313.470959 -2364662.745451 2489.452070
2017 05 30 11 59 00 5781313.470007 -2364662.732306 2489.449270 0.010000 0.010000 0.010000 0.000000 5781313.467735 -2364662.734056 2489.449270
2017 05 31 11 59 00 5781313.470768 -2364662.741019 2489.456050 0.010000 0.010000 0.010000 0.000000 5781313.468481 -2364662.742780 2489.456050
2017 06 01 11 59 00 5781313.470249 -2364662.739132 2489.460550 0.010000 0.010000 0.010000 0.000000 5781313.467946 -2364662.740905 2489.460550
2017 06 02 11 59 00 5781313.472910 -2364662.740285 2489.452530 0.010000 0.010000 0.010000 0.000000 5781313.470592 -2364662.742069 2489.452530
2017 06 03 11 59 00 5781313.471481 -2364662.743028 2489.468970 0.010000 0.010000 0.010000 0.000000 5781313.469148 -2364662.744824 2489.468970
2017 06 04 11 59 00 5781313.468242 -2364662.738961 2489.456370 0.010000 0.010000 0.010000 0.000000 5781313.465894 -2364662.740769 2489.456370
2017 06 05 11 59 00 5781313.472693 -2364662.731943 2489.467970 0.010000 0.010000 0.010000 0.000000 5781313.470329 -2364662.733763 2489.467970
2017 06 06 11 59 00 5781313.466254 -2364662.731806 2489.457330 0.010000 0.010000 0.010000 0.000000 5781313.463875 -2364662.733638 2489.457330
2017 06 07 11 59 00 5781313.469125 -2364662.730169 2489.459470 0.010000 0.010000 0.010000 0.000000 5781313.466731 -2364662.732012 2489.459470
2017 06 08 11 59 00 5781313.471506 -2364662.737812 2489.463140 0.010000 0.010000 0.010000 0.000000 5781313.469097 -2364662.739667 2489.463140
2017 06 09 11 59 00 5781313.471427 -2364662.746225 2489.479510 0.010000 0.010000 0.010000 0.000000 5781313.469002 -2364662.748091 2489.479510
2017 06 10 11 59 00 5781313.454718 -2364662.740148 2489.473730 0.010000 0.010000 0.010000 0.000000 5781313.452278 -2364662.742026 2489.473730
2017 06 11 11 59 00 5781313.478269 -2364662.738391 2489.454030 0.010000 0.010000 0.010000 0.000000 5781313.475814 -2364662.740281 2489.454030
2017 06 12 11 59 00 5781313.471370 -2364662.740473 2489.462630 0.010000 0.010000 0.010000 0.000000 5781313.468900 -2364662.742375 2489.462630
2017 06 13 11 59 00 5781313.471641 -2364662.739846 2489.464300 0.010000 0.010000 0.010000 0.000000 5781313.469155 -2364662.741760 2489.464300
2017 06 14 11 59 00 5781313.472132 -2364662.739369 2489.453440 0.010000 0.010000 0.010000 0.000000 5781313.469631 -2364662.741294 2489.453440
2017 06 15 11 59 00 5781313.475663 -2364662.737892 2489.463720 0.010000 0.010000 0.010000 0.000000 5781313.473147 -2364662.739829 2489.463720
2017 06 16 11 59 00 5781313.471154 -2364662.738035 2489.454840 0.010000 0.010000 0.010000 0.000000 5781313.468623 -2364662.739984 2489.454840
2017 06 17 11 59 00 5781313.475025 -2364662.736678 2489.459430 0.010000 0.010000 0.010000 0.000000 5781313.472478 -2364662.738638 2489.459430
2017 06 21 11 59 00 5781313.473328 -2364662.733819 2489.462660 0.010000 0.010000 0.010000 0.000000 5781313.470721 -2364662.735827 2489.462660
2017 06 22 11 59 00 5781313.475029 -2364662.735042 2489.459010 0.010000 0.010000 0.010000 0.000000 5781313.472407 -2364662.737061 2489.459010
2017 06 23 11 59 00 5781313.468680 -2364662.734245 2489.458960 0.010000 0.010000 0.010000 0.000000 5781313.466043 -2364662.736276 2489.458960
2017 06 24 11 59 00 5781313.472731 -2364662.733958 2489.458170 0.010000 0.010000 0.010000 0.000000 5781313.470079 -2364662.736000 2489.458170
2017 06 25 11 59 00 5781313.472472 -2364662.736191 2489.461900 0.010000 0.010000 0.010000 0.000000 5781313.469804 -2364662.738245 2489.461900
2017 06 26 11 59 00 5781313.472003 -2364662.733193 2489.458060 0.010000 0.010000 0.010000 0.000000 5781313.469320 -2364662.735260 2489.458060
2017 06 27 11 59 00 5781313.478144 -2364662.735716 2489.445190 0.010000 0.010000 0.010000 0.000000 5781313.475446 -2364662.737794 2489.445190
2017 06 28 11 59 00 5781313.468875 -2364662.736109 2489.457670 0.010000 0.010000 0.010000 0.000000 5781313.466162 -2364662.738199 2489.457670
2017 06 29 11 59 00 5781313.472386 -2364662.735512 2489.451560 0.010000 0.010000 0.010000 0.000000 5781313.469657 -2364662.737613 2489.451560
2017 06 30 11 59 00 5781313.468817 -2364662.736355 2489.447600 0.010000 0.010000 0.010000 0.000000 5781313.466073 -2364662.738468 2489.447600
2017 07 01 11 59 00 5781313.474288 -2364662.738768 2489.450590 0.010000 0.010000 0.010000 0.000000 5781313.471529 -2364662.740893 2489.450590
2017 07 02 11 59 00 5781313.464379 -2364662.734791 2489.460830 0.010000 0.010000 0.010000 0.000000 5781313.461605 -2364662.736927 2489.460830
2017 07 03 11 59 00 5781313.466990 -2364662.737613 2489.475380 0.010000 0.010000 0.010000 0.000000 5781313.464200 -2364662.739762 2489.475380
2017 07 04 11 59 00 5781313.475051 -2364662.743316 2489.459960 0.010000 0.010000 0.010000 0.000000 5781313.472246 -2364662.745476 2489.459960
2017 07 05 11 59 00 5781313.473212 -2364662.738659 2489.454950 0.010000 0.010000 0.010000 0.000000 5781313.470392 -2364662.740831 2489.454950
2017 07 06 11 59 00 5781313.475573 -2364662.735752 2489.462380 0.010000 0.010000 0.010000 0.000000 5781313.472738 -2364662.737936 2489.462380
2017 07 06 11 59 00 5781313.475573 -2364662.735752 2489.462380 0.010000 0.010000 0.010000 0.000000 5781313.472738 -2364662.737936 2489.462380
2017 07 07 11 59 00 5781313.475304 -2364662.731575 2489.453010 0.010000 0.010000 0.010000 0.000000 5781313.472453 -2364662.733770 2489.453010
2017 07 08 11 59 00 5781313.483475 -2364662.740968 2489.456150 0.010000 0.010000 0.010000 0.000000 5781313.480609 -2364662.743175 2489.456150
2017 07 09 11 59 00 5781313.479696 -2364662.738550 2489.453060 0.010000 0.010000 0.010000 0.000000 5781313.476815 -2364662.740769 2489.453060
2017 07 10 11 59 00 5781313.476347 -2364662.739793 2489.458350 0.010000 0.010000 0.010000 0.000000 5781313.473451 -2364662.742024 2489.458350
2017 07 11 11 59 00 5781313.478838 -2364662.737706 2489.453610 0.010000 0.010000 0.010000 0.000000 5781313.475926 -2364662.739948 2489.453610
2017 07 12 11 59 00 5781313.475249 -2364662.740569 2489.462490 0.010000 0.010000 0.010000 0.000000 5781313.472322 -2364662.742823 2489.462490
2017 07 13 11 59 00 5781313.473400 -2364662.723982 2489.437820 0.010000 0.010000 0.010000 0.000000 5781313.470458 -2364662.726248 2489.437820
2017 07 14 11 59 00 5781313.539441 -2364662.645515 2489.525290 0.010000 0.010000 0.010000 0.000000 5781313.536484 -2364662.647792 2489.525290
2017 07 15 11 59 00 5781313.533642 -2364662.641598 2489.521040 0.010000 0.010000 0.010000 0.000000 5781313.530669 -2364662.643887 2489.521040
2017 07 16 11 59 00 5781313.535493 -2364662.653480 2489.521320 0.010000 0.010000 0.010000 0.000000 5781313.532505 -2364662.655781 2489.521320
2017 07 17 11 59 00 5781313.536864 -2364662.649643 2489.521840 0.010000 0.010000 0.010000 0.000000 5781313.533861 -2364662.651956 2489.521840
2017 07 21 11 59 00 5781313.535508 -2364662.654375 2489.518470 0.010000 0.010000 0.010000 0.000000 5781313.532444 -2364662.656734 2489.518470
2017 07 22 11 59 00 5781313.537049 -2364662.652448 2489.523200 0.010000 0.010000 0.010000 0.000000 5781313.533970 -2364662.654819 2489.523200
